CharacterID,CharacterName,CharacterRealName,CharacterPicture,CharacterPowers,CharacterBiography,CharacterWeaknesses,ComicID
2042,"Growing Man (Marvel)",,2042_20071201112904_char.jpg,"The Growing Man is a stimuloid — a form of android that absorbs most forms of kinetic energy directed against it, which in theory renders it impervious to physical harm. The absorption of the energy stimulates the rapid multiplication of the stimuloid's a","The Growing Man was originally built by an alien race on behalf of the time-traveling villain known as Kang the Conqueror, who had subjugated their planet, Kosmos. Knowing that the android would be used as a weapon in the past, the scientists of Kosmos build a device into the android which would deliver a warning message to their ancestors to prepare for Kang's coming. For some unknown reason, however, the warning beacon does not activate. The Growing Man first appears on Earth as an inert doll-sized figure found by New York police. The android reactivates soon after and battles the Thunder God Thor, before being deactivated and recovered by Kang. Months later, Kang uses the Growing Man to abduct Tony Stark - the alter-ego of Iron Man - from a hospital. The Avengers attack and follow the Growing Man into the future, where they become involved in his competition against the Elder of the Universe the Grandmaster. The alien colonizers of Rigel eventually find the Growing Man in one of Kang's abandoned vessels and send it back to Earth to use it against Iron Man, who eventually defeats the android by overloading its circuitry.  Kang later revives the Growing Man and directs it against New York City, although Mister Fantastic devises a means of reversing the growing process, causing the android to shrink from sight. The Growing Man was later recovered by the subversive organization HYDRA, led by terrorist Baron Strucker. Strucker orders the Growing Man to attack New York as part of a ploy to destroy the formative team the Thunderbolts. The Thunderbolts, however, not only defeat the android but also manage to activate the warning beacon. Kang later dispatched a new variation of the Growing Man against the superhero team the Young Avengers in an attempt to track his younger self, who had retreated to the past and was now posing as Iron Lad. This Growing Man collapsed and split into multiple, smaller units when struck.",,0
2060,"Count Vertigo (DC)","Werner Vertigo",2060_20070302212340_char.jpg,"Count Vertigo completely destroys his victim's sense of balance temporarily. He also can fly.","Count Werner Vertigo is the insane ruler of Vlatava, an Eastern European country which was recently devastated by the Spectre. Using a device which simulates vertigo in his opponents (ironic since he himself has an inner ear disorder), he battled the American super-heroes Green Arrow and Black Canary on a number of occasions, before becoming a member of the Suicide Squad, working for the American government in exchange for a reduced prison sentence. Most recently he has shown up as a member of the new Injustice Society.",,0
2066,"Maxwell 'Max' Lord, IV",,1591_20060123231653_char.jpg,,"None entered.",,0
2074,Despero,,2074_20080312072252_char.jpg,"Despero has powerful skills of telepathy and can hypnotize anyone using his third eye.","None entered.",,0
2146,"Black Hand (DC)","William Hand",2146_20090226064314_char.jpg,,"None entered.",,0
2159,"Sargon the Sorcerer (DC)(01 - John Sargent)","John Sargent",2159_20140128150451_char.jpg,"Sargon the Sorcerer could wield extremely powerful magic through using the ruby of life. It gave him the ability to manipulate all inanimate matter.","None entered.",,0
2176,"Sean Noonan",,,,"None entered.",,0
2177,"Pat Noonan",,,,"None entered.",,0
2178,"Ringo Chen",,,,"None entered.",,0
2179,Hacken,,,,"None entered.",,0
2180,Arkannone,,,,"None entered.",,0
2181,Mawzir,,2181_20100215130816_char.jpg,,"None entered.",,0
2204,"Sentinel (DC)(Alan Scott)","Alan Wellington Scott",2204_20100606065847_char.jpg,,"Alan Scott, the first Green Lantern, relinquished his power ring to Kyle Ryner, during the 'Zero Hour' crisis. Afterward, he became aware that the 'green power' actually became a part of him. Then, he took on the name 'Sentinel' and continued his heroic duties. 'Starheart' was the reason behind Alan Scott becoming Sentinel.",,0
2253,"Hector Hammond",,2253_20070303154243_char.jpg,"Super-evolved mind, mental powers.","Started out as a regular criminal in Green Lantern v2 #5.  Used the evolution meteor on himself to give himself super-mental powers (and a really BIG head) at some point between GL #5 and JLA #14, where he first appeared with his signature \"big head\""."",,0
2280,"Woozy Winks (DC)",,1/23/2280_20051205190718_char.jpg,,"Bumbling Plastic Man sidekick.  One of the first things to go in the Kyle Baker 2004 revamp.",,0
2297,"Neutron (DC)","Nathaniel Tryon",2297_20170929020640_char.jpg,,"None entered.",,0
2304,"Blackbriar Thorn (DC)","Blackbriar Thorn",2304_20090730155146_char.jpg,"Blackbriar Thorn could manipulate the weather and cast illusions. His body was composed of mystical wood that could regenerate and was incredibly difficult to destroy. He could grow to titanic proportions, and drew his strength from contact with Earth. If","Thorn led a powerful group of mystic druids that were killed by Roman soldiers. Thorn evaded the soldiers, and turned himself to wood and hid in a forest, hoping they would pass him by. The death of his fellow druids caused a earthquake that swallowed up Thorn, and he was buried for hundreds of years. Modern day archaeologists dug him up and Blackbriar Thorn reawoke, causing chaos in Gotham City. He was defeated through the efforts of Superman and the Demon.",,0
2333,"Richard Rogers 'Rick' Flag, Jr. (DC)",,2333_20071115231426_char.jpg,,"None entered.",,0
2373,"Mordru (Earth-247)",Wrynn,2373_20070710210123_char.jpg,"Extensive powers of sorcery.","None entered.","Entombing him in an air-tight environment causes him to become inactive.",0
2489,"Jason Blood",,2489_20130923221403_char.jpg,"Jason is practically immortal as long as he is bound to contain the Demon, Etrigan. After speaking a rhyme, Blood can transform into the Demon. He is also an extremely adept occultist.","None entered.",,0
2515,"Manitou Raven",,2515_20110122121521_char.jpg,,"North American shaman possessing mystical powers.",,0
2745,"Iron Man (Marvel)(Ultimate)","Anthony 'Tony' Stark",2745_20060522061010_char.jpg,,"None entered.",,0
2758,"Black Widow (Marvel)(Ultimate)(01 - N. Romanova)","Natalia Romanova",2758_20070816143004_char.jpg,"Black Widow's physical and mental abilities - notably her speed, agility, reflexes, stamina, recall and concentration - have been enhanced slightly beyond human limits through unspecified secret technologies. Nanites recently bonded to her body enable her","A descendant of Russian royalty, Natalia Romanova was abandoned as a child and found by soldier Ivan Petrovich. A ballerina in her youth, she joined Russia's K.G.B. and became an elite intelligence operative, a combination of consummate skill and classified government enhancements of her natural abilities. She also became infamous as an often-wed, often-widowed heart-breaker whose husbands (beginning with test pilot turned intelligence agent Alexi Shostakov) tended to suffer \"unfortunate accidents\""",,0
2855,"Bumblebee (DC)","Karen Beecher-Duncan",2855_20070311190045_char.jpg,"Her abilities are derived from her scientific super-suit. The suit enhances her strength, acts as body armor and allows her to fly and create painful sonic blasts.","Scientist Karen Beecher was the girlfriend of Mal Duncan (a.k.a. the superhero Herald). In order to help make Herald look good in front of the team, Beecher secretly made herself a bumblebee-themed super-suit and attacked the Teen Titans. She escaped without this ruse being revealed. When she later explained to Mal and the Titans what she had done, they were impressed enough to offer her membership, which she accepted. She and Mal subsequently moved to the new Titans West team, having relocated to San Francisco. When the Titans team dissolved for a time, Karen and Mal married and 'retired' from super-heroics. Karen took a job with S.T.A.R. Labs, where she designs non-lethal weaponry. They have returned to crime-fighting from time to time to assist the team, most notably during a short-lived revival of Titans West and the JLA/Titans event, which reunited everyone involved with the team. Following this, Mal and Karen briefly joined the latest incarnation of Titans West (now called Titans L.A.), but this incarnation of the team never really formed.",,0
